8.400000000000000355e+00,1.400000000000000000e+01,8.400000000000000355e+00,-4.211887732371701887e-01
7.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00,-4.001585767988615205e-01
5.599999999999999645e+00,5.599999999999999645e+00,4.396666666666666501e+00,-3.637330460218553552e-01
4.200000000000000178e+00,5.599999999999999645e+00,4.200000000000000178e+00,-3.093026257153510539e-01
4.200000000000000178e+00,5.599999999999999645e+00,4.200000000000000178e+00,-3.265098365748551057e-01
1.400000000000000000e+01,1.680000000000000071e+01,1.400000000000000000e+01,-4.577349322358655326e-01
6.000000000000000000e+01,6.000000000000000000e+01,1.668330637272507389e+01,-4.170888896667325763e-01
5.599999999999999645e+00,5.599999999999999645e+00,5.599999999999999645e+00,-3.881245503301635202e-01
6.000000000000000000e+01,6.000000000000000000e+01,6.000000000000000000e+01,-2.764788934967890577e-01
7.000000000000000000e+00,8.400000000000000355e+00,7.000000000000000000e+00,-4.159106765434809061e-01
7.000000000000000000e+00,7.000000000000000000e+00,2.000000000000000042e-02,-4.118794651428791531e-01
6.000000000000000000e+01,6.000000000000000000e+01,5.529711549898321010e+01,-4.480339893764895276e-01
4.620000000000000284e+01,6.000000000000000000e+01,4.620000000000000284e+01,-4.630822859274147385e-01
4.200000000000000178e+00,5.599999999999999645e+00,4.200000000000000178e+00,-3.580973656829711804e-01
3.779999999999999716e+01,6.000000000000000000e+01,3.779999999999999716e+01,-4.706880365317172576e-01
4.200000000000000178e+00,5.599999999999999645e+00,9.724685778683596071e-01,-3.600600968698811077e-01
7.000000000000000000e+00,8.400000000000000355e+00,7.000000000000000000e+00,-4.195778560912966082e-01
8.400000000000000355e+00,8.400000000000000355e+00,8.400000000000000355e+00,-4.150787359730156445e-01
4.200000000000000178e+00,5.599999999999999645e+00,4.200000000000000178e+00,-2.889536243212740274e-01
1.540000000000000036e+01,1.819999999999999929e+01,1.540000000000000036e+01,-4.623851537683881241e-01
5.599999999999999645e+00,5.599999999999999645e+00,3.333333333333333547e-03,-3.769110128176169638e-01
5.599999999999999645e+00,5.599999999999999645e+00,5.599999999999999645e+00,-3.643982703901254561e-01
2.799999999999999822e+00,4.200000000000000178e+00,2.799999999999999822e+00,-1.502850927055892072e-01
5.599999999999999645e+00,7.000000000000000000e+00,5.599999999999999645e+00,-3.743402778977816814e-01
2.799999999999999822e+00,5.599999999999999645e+00,2.799999999999999822e+00,-1.547346319020112826e-01
3.220000000000000284e+01,4.060000000000000142e+01,3.220000000000000284e+01,-4.594364756267827476e-01
1.119999999999999929e+01,1.119999999999999929e+01,1.119999999999999929e+01,-4.445463715932538307e-01
1.119999999999999929e+01,2.100000000000000000e+01,1.119999999999999929e+01,-3.868191910274973999e-01
3.639999999999999858e+01,4.760000000000000142e+01,3.639999999999999858e+01,-4.486784108999138931e-01
5.599999999999999645e+00,7.000000000000000000e+00,5.599999999999999645e+00,-3.801745342780974424e-01
5.320000000000000284e+01,6.000000000000000000e+01,5.320000000000000284e+01,-3.951099932870797971e-01
1.119999999999999929e+01,1.400000000000000000e+01,1.119999999999999929e+01,-4.484681992239274440e-01
2.519999999999999929e+01,4.200000000000000000e+01,2.519999999999999929e+01,-4.552092102275984153e-01
2.519999999999999929e+01,3.779999999999999716e+01,2.519999999999999929e+01,-4.533835406403902146e-01
4.200000000000000178e+00,5.599999999999999645e+00,4.200000000000000178e+00,-3.595498627902691813e-01
1.119999999999999929e+01,1.119999999999999929e+01,1.119999999999999929e+01,-3.962358620848301372e-01
1.540000000000000036e+01,2.939999999999999858e+01,1.540000000000000036e+01,-2.939171484379421995e-01
4.200000000000000178e+00,4.200000000000000178e+00,4.200000000000000178e+00,-3.285350900560114473e-01
8.400000000000000355e+00,1.400000000000000000e+01,8.400000000000000355e+00,-4.322187971058778500e-01
4.200000000000000178e+00,4.200000000000000178e+00,4.200000000000000178e+00,-3.382253181669681585e-01
2.380000000000000071e+01,3.080000000000000071e+01,2.380000000000000071e+01,-4.653803395743272842e-01
6.000000000000000000e+01,6.000000000000000000e+01,6.000000000000000000e+01,-3.736554221151254795e-01
2.799999999999999822e+00,2.799999999999999822e+00,2.799999999999999822e+00,-1.273795051408939394e-01
4.200000000000000178e+00,5.599999999999999645e+00,4.200000000000000178e+00,-2.984025160994818182e-01
6.000000000000000000e+01,6.000000000000000000e+01,6.000000000000000000e+01,-2.562379780416723096e-01
2.100000000000000000e+01,2.519999999999999929e+01,3.464762544939908651e+00,-3.283211591946669783e-01
9.800000000000000711e+00,1.540000000000000036e+01,9.800000000000000711e+00,-3.518951111838965473e-01
4.200000000000000178e+00,7.000000000000000000e+00,4.200000000000000178e+00,-3.385701375708226601e-01
