5.599999999999999645e+00,7.000000000000000000e+00,5.599999999999999645e+00,-6.948475569977000665e-01
2.799999999999999822e+00,2.799999999999999822e+00,2.799999999999999822e+00,-4.851646147933076914e-01
1.960000000000000142e+01,1.540000000000000036e+01,1.540000000000000036e+01,-7.634302614557274547e-01
2.799999999999999822e+00,4.200000000000000178e+00,2.799999999999999822e+00,-5.208204114234417093e-01
6.000000000000000000e+01,6.000000000000000000e+01,6.000000000000000000e+01,-7.593726227945231111e-01
8.400000000000000355e+00,7.000000000000000000e+00,7.000000000000000000e+00,-7.366770510639572000e-01
7.000000000000000000e+00,5.599999999999999645e+00,5.599999999999999645e+00,-7.285354176198760578e-01
4.200000000000000178e+00,2.799999999999999822e+00,2.799999999999999822e+00,-6.489129868433062276e-01
7.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00,-7.218562699973289920e-01
8.400000000000000355e+00,8.400000000000000355e+00,8.400000000000000355e+00,-7.254134131105994809e-01
2.799999999999999822e+00,2.799999999999999822e+00,2.722815879106249559e-01,-3.649715853773410346e-01
6.000000000000000000e+01,6.000000000000000000e+01,6.000000000000000000e+01,-6.427320986572016004e-01
2.799999999999999822e+00,2.799999999999999822e+00,2.799999999999999822e+00,-4.972073589928940884e-01
8.400000000000000355e+00,8.400000000000000355e+00,8.400000000000000355e+00,-7.318481340113839329e-01
1.540000000000000036e+01,1.680000000000000071e+01,1.540000000000000036e+01,-7.467771640068509020e-01
2.660000000000000142e+01,2.239999999999999858e+01,2.239999999999999858e+01,-6.485281519773936632e-01
